name,beta,itr,sse,obj,item,model_score,human_score,-D -wh,e:: +T +wh -C,if:: +T -C,+C -N,that:: +T +wh -C,whether:: +T -C,that:: +T -C
model,0,0,0.0277152631247439,0.027715263124756816,RC.adj.non.lg.04,0.5449644613821829,0.4232429609328989,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.adj.non.lg.05,0.5449644613821829,0.2322632111943574,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.adj.non.lg.06,0.5449644613821829,0.5008808626932835,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.adj.non.lg.07,0.5449644613821829,0.5286821571131772,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.adj.non.lg.08,0.5449644613821829,0.4584541195930418,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.adj.non.sh.01,0.7378289679988903,0.6679243757891036,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.adj.non.sh.02,0.7378289679988903,0.8384064902274244,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.adj.non.sh.03,0.7378289679988903,0.797645821679951,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.adj.non.sh.04,0.7378289679988903,0.5581436007774211,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.adj.non.sh.05,0.7378289679988903,0.437232730493036,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.adj.non.sh.06,0.7378289679988903,0.8278915139273524,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.adj.non.sh.07,0.7378289679988903,0.876736329384642,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.adj.non.sh.08,0.7378289679988903,0.8261679315724338,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.isl.lg.01,0.20149157226130204,0.2255604624743815,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.isl.lg.02,0.20149157226130204,0.2116690994303287,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.isl.lg.03,0.20149157226130204,0.3292640826742343,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.isl.lg.04,0.20149157226130204,0.0813667566404372,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.isl.lg.05,0.20149157226130204,0.2249992757405105,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.isl.lg.06,0.5449644613821829,0.2433578727626724,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.isl.lg.07,0.20149157226130204,0.3931873586176032,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.isl.lg.08,0.20149157226130204,0.087995401332339,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.isl.sh.01,0.7378289679988903,0.6468984760804992,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.isl.sh.02,0.7378289679988903,0.8074363456857753,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.isl.sh.03,0.7378289679988903,0.7505423535838042,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.isl.sh.04,0.7378289679988903,0.5947649351951334,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.isl.sh.05,0.7378289679988903,0.7692503592141218,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.isl.sh.06,0.7378289679988903,0.8747701125603914,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.isl.sh.07,0.7378289679988903,0.86749703566641,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.isl.sh.08,0.7378289679988903,0.7411575688193971,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.non.lg.01,0.5449644613821829,0.3991414712389041,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.non.lg.02,0.5449644613821829,0.5467648954483056,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.non.lg.03,0.5449644613821829,0.4367914641215015,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.non.lg.04,0.5449644613821829,0.3140151162730623,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.non.lg.05,0.5449644613821829,0.4564007401299561,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.non.lg.06,0.5449644613821829,0.6282622559084012,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.non.lg.07,0.5449644613821829,0.4459423106648629,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.non.lg.08,0.5449644613821829,0.1170450156626895,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.non.sh.01,0.7378289679988903,0.5727359624805758,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.non.sh.02,0.7378289679988903,0.6770228218466181,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.non.sh.03,0.7378289679988903,0.8475756387457918,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.non.sh.04,0.7378289679988903,0.6827541937463385,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.non.sh.05,0.7378289679988903,0.7441323021316569,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.non.sh.06,0.7378289679988903,0.8500569843833309,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.non.sh.07,0.7378289679988903,0.857654438880124,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,RC.np.non.sh.08,0.7378289679988903,0.7976638404929862,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.isl.lg.01,0.11391594610578479,0.144422381476962,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.isl.lg.02,0.11391594610578479,0.1102577814045038,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.isl.lg.03,0.11391594610578479,0.0787685333433311,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.isl.lg.04,0.2621710320011097,0.0366537575514287,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.isl.lg.05,0.11391594610578479,0.016022142750678,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.isl.lg.06,0.11391594610578479,0.0698341264139402,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.isl.lg.07,0.11391594610578479,0.0058146086684184,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.isl.lg.08,0.11391594610578479,0.0591030291398788,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.isl.sh.01,0.7378289679988903,0.6728940483554747,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.isl.sh.02,0.7378289679988903,0.6262074893029508,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.isl.sh.03,0.7378289679988903,0.5759094849227836,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.isl.sh.04,0.7378289679988903,0.4889482826626659,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.isl.sh.05,0.7378289679988903,0.5297727036105437,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.isl.sh.06,0.7378289679988903,0.246507231537198,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.isl.sh.07,0.7378289679988903,0.5161930217804597,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.isl.sh.08,0.7378289679988903,0.5543541965286441,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.non.lg.01,0.5449644613821829,0.8635394884102788,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.non.lg.02,0.5449644613821829,0.5938357920022488,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.non.lg.03,0.5449644613821829,0.3717561531473385,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.non.lg.04,0.2621710320011097,0.7859383865913497,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.non.lg.05,0.5449644613821829,0.4541267407457036,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.non.lg.06,0.5449644613821829,0.1619276053988363,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.non.lg.07,0.5449644613821829,0.5519678268314447,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.non.lg.08,0.5449644613821829,0.6363206661080336,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.non.sh.01,0.7378289679988903,1.0,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.non.sh.02,0.7378289679988903,0.6381239849001561,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.non.sh.03,0.7378289679988903,0.6971578448488895,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.non.sh.04,0.7378289679988903,0.8898208907491205,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.non.sh.05,0.7378289679988903,0.7299190459083738,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.non.sh.06,0.7378289679988903,0.4109166367128302,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.non.sh.07,0.7378289679988903,0.6725334513150087,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.adj.non.sh.08,0.7378289679988903,0.8446466623081819,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.isl.lg.01,0.20149157226130204,0.2268807031403047,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.isl.lg.02,0.20149157226130204,0.2458397710828047,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.isl.lg.03,0.20149157226130204,0.2085657445305954,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.isl.lg.04,0.20149157226130204,0.1606653889808993,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.isl.lg.05,0.20149157226130204,0.188524871458405,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.isl.lg.06,0.20149157226130204,0.2198733882192823,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.isl.lg.07,0.20149157226130204,0.0,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.isl.lg.08,0.20149157226130204,0.2179317974056875,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.isl.sh.01,0.7378289679988903,0.937164492176864,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.isl.sh.02,0.7378289679988903,0.7450885555697047,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.isl.sh.03,0.7378289679988903,0.9150145797572108,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.isl.sh.04,0.7378289679988903,0.8320732949226396,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.isl.sh.05,0.7378289679988903,0.8551379390948051,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.isl.sh.06,0.7378289679988903,0.8968912437544314,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.isl.sh.07,0.7378289679988903,0.8524915670890698,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.isl.sh.08,0.7378289679988903,0.8523344078580852,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.non.lg.01,0.5449644613821829,0.649755232779719,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.non.lg.02,0.5449644613821829,0.3790057218033159,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.non.lg.03,0.5449644613821829,0.5728112500601914,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.non.lg.04,0.5449644613821829,0.4602326838608218,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.non.lg.05,0.5449644613821829,0.8588471815505065,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.non.lg.06,0.5449644613821829,0.6244991252160421,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.non.lg.07,0.5449644613821829,0.4392950371206444,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.non.lg.08,0.5449644613821829,0.6923657563095651,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.non.sh.01,0.7378289679988903,0.9728657290904849,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
model,0,0,0.0277152631247439,0.027715263124756816,WH.np.non.sh.02,0.7378289679988903,0.802832904818982,1.0,0.7378289679988903,0.8456065686676101,0.6302665833469896,0.2627377255720784,0.6314612791486152,0.26139458818145483
