subject,survey,order,judgment,item,condition,zscores,dependency,island,structure,distance,sent,tree,score
A1A7O3TW2O0TPM,3.3,22,3,RC.adj.isl.lg.04,RC.adj.isl.lg,-0.418711992,RC,ADJ,island,long,I met the famous artist who the parents blush if the child prodigy imitates.,(C-mat-decl (T-past (lv-tr (I) (meet (the (famous_artist (C-rel (T-pres (lv-tr (the (parents)) (blush (if (T-pres (lv-tr (the (child_prodigy)) (imitate (who))))))))))))))),0.40289401788715545
A1A7O3TW2O0TPM,3.3,53,1,RC.adj.isl.lg.08,RC.adj.isl.lg,-1.375767973,RC,ADJ,island,long,I emailed the congressman who the teacher smiles if her students write letters to.,(C-mat-decl (T-past (lv-tr (I) (email (the (congressman (C-rel (T-pres (lv-tr (the (teacher)) (smile (if (T-pres (lv-tr (her (students)) (write-dobj-pobj (D-e (letters)) (to (who)))))))))))))))),0.19983561174817052
A1D6R2BC4CW1L3,3.1,17,2,RC.adj.isl.lg.02,RC.adj.isl.lg,-0.749409681,RC,ADJ,island,long,I sympathize with the parents who the reverand sighs if the bride and groom neglect to thank.,(C-mat-decl (T-pres (lv-tr (I) (sympathize (with (the (parents (C-rel (T-pres (lv-tr (the (reverand)) (sigh (if (T-pres (lv-tr (the (bride_and_groom)) (neglect (to-inf (lv-tr (PRO) (thank (who))))))))))))))))))),0.3327299449642511
A1D6R2BC4CW1L3,3.1,29,1,RC.adj.isl.lg.06,RC.adj.isl.lg,-1.193504307,RC,ADJ,island,long,I spoke with the college president who the professor faints if the students publicly criticize.,(C-mat-decl (T-past (lv-tr (I) (speak (with (the (college_president (C-rel (T-pres (lv-tr (the (professor)) (faint (if (T-pres (lv-tr (the (students)) (criticize (publicly) (who)))))))))))))))),0.23850646303561293
A1EWQ6YCM8CO0E,3.1,17,1,RC.adj.isl.lg.02,RC.adj.isl.lg,-1.054496809,RC,ADJ,island,long,I sympathize with the parents who the reverand sighs if the bride and groom neglect to thank.,(C-mat-decl (T-pres (lv-tr (I) (sympathize (with (the (parents (C-rel (T-pres (lv-tr (the (reverand)) (sigh (if (T-pres (lv-tr (the (bride_and_groom)) (neglect (to-inf (lv-tr (PRO) (thank (who))))))))))))))))))),0.2679996604510399
A1EWQ6YCM8CO0E,3.1,29,1,RC.adj.isl.lg.06,RC.adj.isl.lg,-1.054496809,RC,ADJ,island,long,I spoke with the college president who the professor faints if the students publicly criticize.,(C-mat-decl (T-past (lv-tr (I) (speak (with (the (college_president (C-rel (T-pres (lv-tr (the (professor)) (faint (if (T-pres (lv-tr (the (students)) (criticize (publicly) (who)))))))))))))))),0.2679996604510399
A1NK6UXWXKFMC7,3.3,22,3,RC.adj.isl.lg.04,RC.adj.isl.lg,-1.016349858,RC,ADJ,island,long,I met the famous artist who the parents blush if the child prodigy imitates.,(C-mat-decl (T-past (lv-tr (I) (meet (the (famous_artist (C-rel (T-pres (lv-tr (the (parents)) (blush (if (T-pres (lv-tr (the (child_prodigy)) (imitate (who))))))))))))))),0.27609329261352666
A1NK6UXWXKFMC7,3.3,53,3,RC.adj.isl.lg.08,RC.adj.isl.lg,-1.016349858,RC,ADJ,island,long,I emailed the congressman who the teacher smiles if her students write letters to.,(C-mat-decl (T-past (lv-tr (I) (email (the (congressman (C-rel (T-pres (lv-tr (the (teacher)) (smile (if (T-pres (lv-tr (her (students)) (write-dobj-pobj (D-e (letters)) (to (who)))))))))))))))),0.27609329261352666
A1PV8FC3TVZ4Y4,3.1,17,2,RC.adj.isl.lg.02,RC.adj.isl.lg,-1.411803128,RC,ADJ,island,long,I sympathize with the parents who the reverand sighs if the bride and groom neglect to thank.,(C-mat-decl (T-pres (lv-tr (I) (sympathize (with (the (parents (C-rel (T-pres (lv-tr (the (reverand)) (sigh (if (T-pres (lv-tr (the (bride_and_groom)) (neglect (to-inf (lv-tr (PRO) (thank (who))))))))))))))))))),0.19219003898697667
A1PV8FC3TVZ4Y4,3.1,29,3,RC.adj.isl.lg.06,RC.adj.isl.lg,-0.886481034,RC,ADJ,island,long,I spoke with the college president who the professor faints if the students publicly criticize.,(C-mat-decl (T-past (lv-tr (I) (speak (with (the (college_president (C-rel (T-pres (lv-tr (the (professor)) (faint (if (T-pres (lv-tr (the (students)) (criticize (publicly) (who)))))))))))))))),0.30364753910706005
A1R7CJMWXC79UO,3.4,27,5,RC.adj.isl.lg.01,RC.adj.isl.lg,0.475988215,RC,ADJ,island,long,I called the client who the secretary worries if the lawyer insults.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-pres (lv-tr (the (secretary)) (worry (if (T-pres (lv-tr (the (lawyer)) (insult (who))))))))))))))),0.5927224099691019
A1R7CJMWXC79UO,3.4,41,4,RC.adj.isl.lg.05,RC.adj.isl.lg,-0.055347467,RC,ADJ,island,long,I served the child who the other customer winks if the young couple play with at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (child (C-rel (T-pres (lv-tr (the (other_customer)) (wink (if (T-pres (lv-tr (the (young_couple)) (play (with (who)) (at (the (restaurant))))))))))))))))),0.47998900789688753
A1WP410YX2JBKI,3.3,22,5,RC.adj.isl.lg.04,RC.adj.isl.lg,0.223369297,RC,ADJ,island,long,I met the famous artist who the parents blush if the child prodigy imitates.,(C-mat-decl (T-past (lv-tr (I) (meet (the (famous_artist (C-rel (T-pres (lv-tr (the (parents)) (blush (if (T-pres (lv-tr (the (child_prodigy)) (imitate (who))))))))))))))),0.5391242967259906
A1WP410YX2JBKI,3.3,53,4,RC.adj.isl.lg.08,RC.adj.isl.lg,-0.446738594,RC,ADJ,island,long,I emailed the congressman who the teacher smiles if her students write letters to.,(C-mat-decl (T-past (lv-tr (I) (email (the (congressman (C-rel (T-pres (lv-tr (the (teacher)) (smile (if (T-pres (lv-tr (her (students)) (write-dobj-pobj (D-e (letters)) (to (who)))))))))))))))),0.396947618465812
A1YZJ7OO7Q2D89,3.1,17,2,RC.adj.isl.lg.02,RC.adj.isl.lg,-1.200124913,RC,ADJ,island,long,I sympathize with the parents who the reverand sighs if the bride and groom neglect to thank.,(C-mat-decl (T-pres (lv-tr (I) (sympathize (with (the (parents (C-rel (T-pres (lv-tr (the (reverand)) (sigh (if (T-pres (lv-tr (the (bride_and_groom)) (neglect (to-inf (lv-tr (PRO) (thank (who))))))))))))))))))),0.23710177017675896
A1YZJ7OO7Q2D89,3.1,29,2,RC.adj.isl.lg.06,RC.adj.isl.lg,-1.200124913,RC,ADJ,island,long,I spoke with the college president who the professor faints if the students publicly criticize.,(C-mat-decl (T-past (lv-tr (I) (speak (with (the (college_president (C-rel (T-pres (lv-tr (the (professor)) (faint (if (T-pres (lv-tr (the (students)) (criticize (publicly) (who)))))))))))))))),0.23710177017675896
A1ZM09IY4FG9O4,3.1,17,1,RC.adj.isl.lg.02,RC.adj.isl.lg,-1.962450197,RC,ADJ,island,long,I sympathize with the parents who the reverand sighs if the bride and groom neglect to thank.,(C-mat-decl (T-pres (lv-tr (I) (sympathize (with (the (parents (C-rel (T-pres (lv-tr (the (reverand)) (sigh (if (T-pres (lv-tr (the (bride_and_groom)) (neglect (to-inf (lv-tr (PRO) (thank (who))))))))))))))))))),0.0753593431906734
A1ZM09IY4FG9O4,3.1,29,1,RC.adj.isl.lg.06,RC.adj.isl.lg,-1.962450197,RC,ADJ,island,long,I spoke with the college president who the professor faints if the students publicly criticize.,(C-mat-decl (T-past (lv-tr (I) (speak (with (the (college_president (C-rel (T-pres (lv-tr (the (professor)) (faint (if (T-pres (lv-tr (the (students)) (criticize (publicly) (who)))))))))))))))),0.0753593431906734
A231ZXYHPSNUJQ,3.3,22,1,RC.adj.isl.lg.04,RC.adj.isl.lg,-0.805309064,RC,ADJ,island,long,I met the famous artist who the parents blush if the child prodigy imitates.,(C-mat-decl (T-past (lv-tr (I) (meet (the (famous_artist (C-rel (T-pres (lv-tr (the (parents)) (blush (if (T-pres (lv-tr (the (child_prodigy)) (imitate (who))))))))))))))),0.3208697822972016
A231ZXYHPSNUJQ,3.3,53,1,RC.adj.isl.lg.08,RC.adj.isl.lg,-0.805309064,RC,ADJ,island,long,I emailed the congressman who the teacher smiles if her students write letters to.,(C-mat-decl (T-past (lv-tr (I) (email (the (congressman (C-rel (T-pres (lv-tr (the (teacher)) (smile (if (T-pres (lv-tr (her (students)) (write-dobj-pobj (D-e (letters)) (to (who)))))))))))))))),0.3208697822972016
A24853ZOYPYMX5,3.1,17,1,RC.adj.isl.lg.02,RC.adj.isl.lg,-1.097220781,RC,ADJ,island,long,I sympathize with the parents who the reverand sighs if the bride and groom neglect to thank.,(C-mat-decl (T-pres (lv-tr (I) (sympathize (with (the (parents (C-rel (T-pres (lv-tr (the (reverand)) (sigh (if (T-pres (lv-tr (the (bride_and_groom)) (neglect (to-inf (lv-tr (PRO) (thank (who))))))))))))))))))),0.2589349225146217
A24853ZOYPYMX5,3.1,29,1,RC.adj.isl.lg.06,RC.adj.isl.lg,-1.097220781,RC,ADJ,island,long,I spoke with the college president who the professor faints if the students publicly criticize.,(C-mat-decl (T-past (lv-tr (I) (speak (with (the (college_president (C-rel (T-pres (lv-tr (the (professor)) (faint (if (T-pres (lv-tr (the (students)) (criticize (publicly) (who)))))))))))))))),0.2589349225146217
A28GQ44QN9DIH1,3.3,22,1,RC.adj.isl.lg.04,RC.adj.isl.lg,-0.946911603,RC,ADJ,island,long,I met the famous artist who the parents blush if the child prodigy imitates.,(C-mat-decl (T-past (lv-tr (I) (meet (the (famous_artist (C-rel (T-pres (lv-tr (the (parents)) (blush (if (T-pres (lv-tr (the (child_prodigy)) (imitate (who))))))))))))))),0.2908259954703018
A28GQ44QN9DIH1,3.3,53,1,RC.adj.isl.lg.08,RC.adj.isl.lg,-0.946911603,RC,ADJ,island,long,I emailed the congressman who the teacher smiles if her students write letters to.,(C-mat-decl (T-past (lv-tr (I) (email (the (congressman (C-rel (T-pres (lv-tr (the (teacher)) (smile (if (T-pres (lv-tr (her (students)) (write-dobj-pobj (D-e (letters)) (to (who)))))))))))))))),0.2908259954703018
A28JXW5YZJDNK4,3.4,27,1,RC.adj.isl.lg.01,RC.adj.isl.lg,-1.331591048,RC,ADJ,island,long,I called the client who the secretary worries if the lawyer insults.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-pres (lv-tr (the (secretary)) (worry (if (T-pres (lv-tr (the (lawyer)) (insult (who))))))))))))))),0.20920862247764582
A28JXW5YZJDNK4,3.4,41,1,RC.adj.isl.lg.05,RC.adj.isl.lg,-1.331591048,RC,ADJ,island,long,I served the child who the other customer winks if the young couple play with at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (child (C-rel (T-pres (lv-tr (the (other_customer)) (wink (if (T-pres (lv-tr (the (young_couple)) (play (with (who)) (at (the (restaurant))))))))))))))))),0.20920862247764582
A2AOII8TNC874D,3.1,17,1,RC.adj.isl.lg.02,RC.adj.isl.lg,-1.320434078,RC,ADJ,island,long,I sympathize with the parents who the reverand sighs if the bride and groom neglect to thank.,(C-mat-decl (T-pres (lv-tr (I) (sympathize (with (the (parents (C-rel (T-pres (lv-tr (the (reverand)) (sigh (if (T-pres (lv-tr (the (bride_and_groom)) (neglect (to-inf (lv-tr (PRO) (thank (who))))))))))))))))))),0.21157579492159556
A2AOII8TNC874D,3.1,29,2,RC.adj.isl.lg.06,RC.adj.isl.lg,-0.874090165,RC,ADJ,island,long,I spoke with the college president who the professor faints if the students publicly criticize.,(C-mat-decl (T-past (lv-tr (I) (speak (with (the (college_president (C-rel (T-pres (lv-tr (the (professor)) (faint (if (T-pres (lv-tr (the (students)) (criticize (publicly) (who)))))))))))))))),0.3062765076938171
A2HBQP668JPNYH,3.2,24,3,RC.adj.isl.lg.03,RC.adj.isl.lg,-1.354385371,RC,ADJ,island,long,I talked to the famous actor who the news reporter coughs if the tourists photograph.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (famous_actor (C-rel (T-pres (lv-tr (the (news_reporter)) (cough (if (T-pres (lv-tr (the (tourists)) (photograph (who)))))))))))))))),0.20437235480962399
A2HBQP668JPNYH,3.2,48,3,RC.adj.isl.lg.07,RC.adj.isl.lg,-1.354385371,RC,ADJ,island,long,I interviewed the executive who the employee laughs if the office manager blackmails.,(C-mat-decl (T-past (lv-tr (I) (interview (the (executive (C-rel (T-pres (lv-tr (the (employee)) (laugh (if (T-pres (lv-tr (the (office_manager)) (blackmail (who))))))))))))))),0.20437235480962399
A2J7PEUIO2WVUN,3.3,22,4,RC.adj.isl.lg.04,RC.adj.isl.lg,-0.11933295,RC,ADJ,island,long,I met the famous artist who the parents blush if the child prodigy imitates.,(C-mat-decl (T-past (lv-tr (I) (meet (the (famous_artist (C-rel (T-pres (lv-tr (the (parents)) (blush (if (T-pres (lv-tr (the (child_prodigy)) (imitate (who))))))))))))))),0.46641321875607117
A2J7PEUIO2WVUN,3.3,53,3,RC.adj.isl.lg.08,RC.adj.isl.lg,-0.501198389,RC,ADJ,island,long,I emailed the congressman who the teacher smiles if her students write letters to.,(C-mat-decl (T-past (lv-tr (I) (email (the (congressman (C-rel (T-pres (lv-tr (the (teacher)) (smile (if (T-pres (lv-tr (her (students)) (write-dobj-pobj (D-e (letters)) (to (who)))))))))))))))),0.3853928929420227
A2NVNTNQ6KH6JR,3.4,27,1,RC.adj.isl.lg.01,RC.adj.isl.lg,-1.78033337,RC,ADJ,island,long,I called the client who the secretary worries if the lawyer insults.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-pres (lv-tr (the (secretary)) (worry (if (T-pres (lv-tr (the (lawyer)) (insult (who))))))))))))))),0.11399903967224133
A2NVNTNQ6KH6JR,3.4,41,2,RC.adj.isl.lg.05,RC.adj.isl.lg,-1.300243473,RC,ADJ,island,long,I served the child who the other customer winks if the young couple play with at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (child (C-rel (T-pres (lv-tr (the (other_customer)) (wink (if (T-pres (lv-tr (the (young_couple)) (play (with (who)) (at (the (restaurant))))))))))))))))),0.21585963218051737
A2OZTBCBOCHF9E,3.4,27,2,RC.adj.isl.lg.01,RC.adj.isl.lg,-0.822047998,RC,ADJ,island,long,I called the client who the secretary worries if the lawyer insults.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-pres (lv-tr (the (secretary)) (worry (if (T-pres (lv-tr (the (lawyer)) (insult (who))))))))))))))),0.31731828549243357
A2OZTBCBOCHF9E,3.4,41,1,RC.adj.isl.lg.05,RC.adj.isl.lg,-1.291789711,RC,ADJ,island,long,I served the child who the other customer winks if the young couple play with at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (child (C-rel (T-pres (lv-tr (the (other_customer)) (wink (if (T-pres (lv-tr (the (young_couple)) (play (with (who)) (at (the (restaurant))))))))))))))))),0.21765326543884014
A2RDTTBASNV2XF,3.2,24,1,RC.adj.isl.lg.03,RC.adj.isl.lg,-0.809614233,RC,ADJ,island,long,I talked to the famous actor who the news reporter coughs if the tourists photograph.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (famous_actor (C-rel (T-pres (lv-tr (the (news_reporter)) (cough (if (T-pres (lv-tr (the (tourists)) (photograph (who)))))))))))))))),0.31995635531627875
A2RDTTBASNV2XF,3.2,48,1,RC.adj.isl.lg.07,RC.adj.isl.lg,-0.809614233,RC,ADJ,island,long,I interviewed the executive who the employee laughs if the office manager blackmails.,(C-mat-decl (T-past (lv-tr (I) (interview (the (executive (C-rel (T-pres (lv-tr (the (employee)) (laugh (if (T-pres (lv-tr (the (office_manager)) (blackmail (who))))))))))))))),0.31995635531627875
A2SHOFSQGLTOCE,3.2,24,5,RC.adj.isl.lg.03,RC.adj.isl.lg,0.374889233,RC,ADJ,island,long,I talked to the famous actor who the news reporter coughs if the tourists photograph.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (famous_actor (C-rel (T-pres (lv-tr (the (news_reporter)) (cough (if (T-pres (lv-tr (the (tourists)) (photograph (who)))))))))))))))),0.5712722560024093
A2SHOFSQGLTOCE,3.2,48,2,RC.adj.isl.lg.07,RC.adj.isl.lg,-1.624520012,RC,ADJ,island,long,I interviewed the executive who the employee laughs if the office manager blackmails.,(C-mat-decl (T-past (lv-tr (I) (interview (the (executive (C-rel (T-pres (lv-tr (the (employee)) (laugh (if (T-pres (lv-tr (the (office_manager)) (blackmail (who))))))))))))))),0.1470579335705733
A2ULSKF43PA60E,3.1,17,4,RC.adj.isl.lg.02,RC.adj.isl.lg,-0.286572253,RC,ADJ,island,long,I sympathize with the parents who the reverand sighs if the bride and groom neglect to thank.,(C-mat-decl (T-pres (lv-tr (I) (sympathize (with (the (parents (C-rel (T-pres (lv-tr (the (reverand)) (sigh (if (T-pres (lv-tr (the (bride_and_groom)) (neglect (to-inf (lv-tr (PRO) (thank (who))))))))))))))))))),0.43093008403338584
A2ULSKF43PA60E,3.1,29,3,RC.adj.isl.lg.06,RC.adj.isl.lg,-0.815628719,RC,ADJ,island,long,I spoke with the college president who the professor faints if the students publicly criticize.,(C-mat-decl (T-past (lv-tr (I) (speak (with (the (college_president (C-rel (T-pres (lv-tr (the (professor)) (faint (if (T-pres (lv-tr (the (students)) (criticize (publicly) (who)))))))))))))))),0.31868026283563916
A2Z70GL7HTFFQR,3.1,17,4,RC.adj.isl.lg.02,RC.adj.isl.lg,-0.238757095,RC,ADJ,island,long,I sympathize with the parents who the reverand sighs if the bride and groom neglect to thank.,(C-mat-decl (T-pres (lv-tr (I) (sympathize (with (the (parents (C-rel (T-pres (lv-tr (the (reverand)) (sigh (if (T-pres (lv-tr (the (bride_and_groom)) (neglect (to-inf (lv-tr (PRO) (thank (who))))))))))))))))))),0.4410750180451025
A2Z70GL7HTFFQR,3.1,29,5,RC.adj.isl.lg.06,RC.adj.isl.lg,0.306973408,RC,ADJ,island,long,I spoke with the college president who the professor faints if the students publicly criticize.,(C-mat-decl (T-past (lv-tr (I) (speak (with (the (college_president (C-rel (T-pres (lv-tr (the (professor)) (faint (if (T-pres (lv-tr (the (students)) (criticize (publicly) (who)))))))))))))))),0.5568625668620683
A3209D1227UCYP,3.1,17,1,RC.adj.isl.lg.02,RC.adj.isl.lg,-1.138316359,RC,ADJ,island,long,I sympathize with the parents who the reverand sighs if the bride and groom neglect to thank.,(C-mat-decl (T-pres (lv-tr (I) (sympathize (with (the (parents (C-rel (T-pres (lv-tr (the (reverand)) (sigh (if (T-pres (lv-tr (the (bride_and_groom)) (neglect (to-inf (lv-tr (PRO) (thank (who))))))))))))))))))),0.2502156806586531
A3209D1227UCYP,3.1,29,1,RC.adj.isl.lg.06,RC.adj.isl.lg,-1.138316359,RC,ADJ,island,long,I spoke with the college president who the professor faints if the students publicly criticize.,(C-mat-decl (T-past (lv-tr (I) (speak (with (the (college_president (C-rel (T-pres (lv-tr (the (professor)) (faint (if (T-pres (lv-tr (the (students)) (criticize (publicly) (who)))))))))))))))),0.2502156806586531
A32YLOYZB8WIAR,3.4,27,1,RC.adj.isl.lg.01,RC.adj.isl.lg,-1.193507102,RC,ADJ,island,long,I called the client who the secretary worries if the lawyer insults.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-pres (lv-tr (the (secretary)) (worry (if (T-pres (lv-tr (the (lawyer)) (insult (who))))))))))))))),0.23850587002093412
A32YLOYZB8WIAR,3.4,41,1,RC.adj.isl.lg.05,RC.adj.isl.lg,-1.193507102,RC,ADJ,island,long,I served the child who the other customer winks if the young couple play with at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (child (C-rel (T-pres (lv-tr (the (other_customer)) (wink (if (T-pres (lv-tr (the (young_couple)) (play (with (who)) (at (the (restaurant))))))))))))))))),0.23850587002093412
A36SM7QM8OK3H6,3.2,24,2,RC.adj.isl.lg.03,RC.adj.isl.lg,-0.771910055,RC,ADJ,island,long,I talked to the famous actor who the news reporter coughs if the tourists photograph.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (famous_actor (C-rel (T-pres (lv-tr (the (news_reporter)) (cough (if (T-pres (lv-tr (the (tourists)) (photograph (who)))))))))))))))),0.3279560444060025
A36SM7QM8OK3H6,3.2,48,1,RC.adj.isl.lg.07,RC.adj.isl.lg,-1.161927767,RC,ADJ,island,long,I interviewed the executive who the employee laughs if the office manager blackmails.,(C-mat-decl (T-past (lv-tr (I) (interview (the (executive (C-rel (T-pres (lv-tr (the (employee)) (laugh (if (T-pres (lv-tr (the (office_manager)) (blackmail (who))))))))))))))),0.2452060522039334
A38E9ET5TC41WD,3.4,27,4,RC.adj.isl.lg.01,RC.adj.isl.lg,0.105330877,RC,ADJ,island,long,I called the client who the secretary worries if the lawyer insults.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-pres (lv-tr (the (secretary)) (worry (if (T-pres (lv-tr (the (lawyer)) (insult (who))))))))))))))),0.514080105054653
A38E9ET5TC41WD,3.4,41,2,RC.adj.isl.lg.05,RC.adj.isl.lg,-0.813920417,RC,ADJ,island,long,I served the child who the other customer winks if the young couple play with at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (child (C-rel (T-pres (lv-tr (the (other_customer)) (wink (if (T-pres (lv-tr (the (young_couple)) (play (with (who)) (at (the (restaurant))))))))))))))))),0.3190427129829771
A38QM2WVQ7O9MF,3.2,24,1,RC.adj.isl.lg.03,RC.adj.isl.lg,-1.440150531,RC,ADJ,island,long,I talked to the famous actor who the news reporter coughs if the tourists photograph.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (famous_actor (C-rel (T-pres (lv-tr (the (news_reporter)) (cough (if (T-pres (lv-tr (the (tourists)) (photograph (who)))))))))))))))),0.186175575271547
A38QM2WVQ7O9MF,3.2,48,1,RC.adj.isl.lg.07,RC.adj.isl.lg,-1.440150531,RC,ADJ,island,long,I interviewed the executive who the employee laughs if the office manager blackmails.,(C-mat-decl (T-past (lv-tr (I) (interview (the (executive (C-rel (T-pres (lv-tr (the (employee)) (laugh (if (T-pres (lv-tr (the (office_manager)) (blackmail (who))))))))))))))),0.186175575271547
A3B6TW0WPGVR21,3.3,22,5,RC.adj.isl.lg.04,RC.adj.isl.lg,0.183050825,RC,ADJ,island,long,I met the famous artist who the parents blush if the child prodigy imitates.,(C-mat-decl (T-past (lv-tr (I) (meet (the (famous_artist (C-rel (T-pres (lv-tr (the (parents)) (blush (if (T-pres (lv-tr (the (child_prodigy)) (imitate (who))))))))))))))),0.5305699333190299
A3B6TW0WPGVR21,3.3,53,4,RC.adj.isl.lg.08,RC.adj.isl.lg,-0.305084708,RC,ADJ,island,long,I emailed the congressman who the teacher smiles if her students write letters to.,(C-mat-decl (T-past (lv-tr (I) (email (the (congressman (C-rel (T-pres (lv-tr (the (teacher)) (smile (if (T-pres (lv-tr (her (students)) (write-dobj-pobj (D-e (letters)) (to (who)))))))))))))))),0.4270022995770452
A3IA77UHAVA83X,3.2,24,3,RC.adj.isl.lg.03,RC.adj.isl.lg,-1.328253969,RC,ADJ,island,long,I talked to the famous actor who the news reporter coughs if the tourists photograph.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (famous_actor (C-rel (T-pres (lv-tr (the (news_reporter)) (cough (if (T-pres (lv-tr (the (tourists)) (photograph (who)))))))))))))))),0.20991664996647866
A3IA77UHAVA83X,3.2,48,5,RC.adj.isl.lg.07,RC.adj.isl.lg,-0.125306978,RC,ADJ,island,long,I interviewed the executive who the employee laughs if the office manager blackmails.,(C-mat-decl (T-past (lv-tr (I) (interview (the (executive (C-rel (T-pres (lv-tr (the (employee)) (laugh (if (T-pres (lv-tr (the (office_manager)) (blackmail (who))))))))))))))),0.4651457102424708
